"0" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "17" "18" "19" "20" "21" "22" "23" "24" "25" "26" "27" "28" "29" "30" "31" "32" "33" "34" "35" "36" "37" "38" "39" "40" "41" "42" "43" "44" "45" "46" "47" "48" "49" "50" "51" "52" "53" "54" "55" "56" "57" "58" "59" "60" "61" "62" "63" "64" "65" "66" "67" "68" "69" "70" "71" "72" "73" "74" "75" "76" "77" "78" "79" "80" "81" "82" "83" "84" "85" "86" "87" "88" "89" "90" "91" "92" "93" "94" "95" "96" "97" "98" "99" "100" "101" "102" "103" "104" "105" "106" "107" "108" "109" "110"
"1932" 0.0702 0.0154 0.00641 0.00435 0.00341 0.00311 0.0024 0.00197 0.00167 0.00152 0.0014 0.00134 0.00145 0.00136 0.00157 0.00196 0.00221 0.00252 0.00261 0.00283 0.0029 0.00307 0.00299 0.00316 0.00315 0.00306 0.00301 0.00325 0.00321 0.00328 0.00316 0.00332 0.00366 0.0035 0.00384 0.00408 0.0043 0.00431 0.00461 0.00472 0.00501 0.00496 0.00581 0.00577 0.00619 0.00698 0.00716 0.00796 0.00838 0.00918 0.00948 0.00977 0.01174 0.01175 0.01307 0.01322 0.01558 0.01651 0.01814 0.01925 0.02015 0.02138 0.02659 0.02821 0.03067 0.03381 0.03479 0.03994 0.04468 0.04976 0.05338 0.05611 0.0695 0.07287 0.08004 0.08815 0.09619 0.10476 0.11741 0.1288 0.13234 0.14393 0.16233 0.17717 0.19749 0.21311 0.23577 0.24886 0.26674 0.28148 0.30532 0.31664 0.3346 0.36473 0.38295 0.43327 0.45953 0.48602 0.51261 0.53914 0.56546 0.59144 0.61693 0.64181 0.66597 0.68931 0.71174 0.7332 0.75362 0.77299 0.79126
"1933" 0.06655 0.01347 0.00614 0.00425 0.00351 0.00319 0.00263 0.00205 0.00178 0.00151 0.00135 0.00139 0.00141 0.00167 0.00155 0.00197 0.00224 0.00248 0.00269 0.0028 0.003 0.00309 0.00312 0.00312 0.00323 0.00317 0.00315 0.00329 0.00337 0.00341 0.00333 0.00333 0.00363 0.00385 0.0038 0.00414 0.00436 0.00446 0.00488 0.00523 0.00541 0.00518 0.00642 0.00623 0.00646 0.00721 0.00773 0.0084 0.00917 0.0097 0.01003 0.00976 0.012 0.0131 0.01384 0.01365 0.01571 0.01701 0.01886 0.01979 0.02077 0.02154 0.02492 0.02902 0.03087 0.03352 0.03428 0.03938 0.04454 0.04932 0.05479 0.05568 0.06638 0.07453 0.0801 0.08652 0.09786 0.10484 0.11888 0.12651 0.13823 0.14026 0.16978 0.18243 0.20326 0.21575 0.233 0.25389 0.27059 0.2879 0.30797 0.31721 0.3455 0.38158 0.39865 0.43369 0.45943 0.48539 0.51144 0.53745 0.56326 0.58875 0.61379 0.63827 0.66206 0.68509 0.70726 0.72851 0.74878 0.76804 0.78626
"1934" 0.06474 0.01329 0.00613 0.00461 0.00371 0.0037 0.00284 0.0023 0.00194 0.0016 0.00148 0.00132 0.0014 0.00151 0.00172 0.0017 0.00205 0.00221 0.0025 0.00281 0.00284 0.0029 0.00295 0.00294 0.0029 0.00293 0.00297 0.00295 0.00302 0.00327 0.00323 0.00309 0.00331 0.00352 0.00383 0.00367 0.00391 0.00406 0.00453 0.00461 0.00477 0.00483 0.00545 0.00567 0.00597 0.00647 0.00687 0.00767 0.00812 0.0094 0.00967 0.00968 0.01109 0.01205 0.01303 0.01278 0.01489 0.01568 0.01813 0.01945 0.02036 0.02135 0.02411 0.02772 0.03129 0.03349 0.03392 0.03801 0.04163 0.04667 0.05218 0.05477 0.06262 0.07038 0.07924 0.08219 0.09119 0.09986 0.11029 0.11953 0.12616 0.13106 0.14681 0.16307 0.18224 0.19397 0.20827 0.23262 0.24214 0.26739 0.27873 0.27579 0.2976 0.34808 0.34416 0.38875 0.4126 0.43687 0.46147 0.48628 0.51117 0.53604 0.56075 0.58518 0.60923 0.63279 0.65576 0.67804 0.69957 0.72028 0.74011
"1935" 0.06369 0.01057 0.00488 0.00353 0.00315 0.00298 0.00245 0.00193 0.00154 0.00156 0.00133 0.00129 0.00127 0.00136 0.00156 0.00192 0.00172 0.00207 0.00235 0.00253 0.00265 0.00284 0.00282 0.0028 0.00287 0.0029 0.0029 0.003 0.00287 0.00303 0.00308 0.003 0.00319 0.00325 0.00355 0.00373 0.00368 0.004 0.00444 0.00458 0.00467 0.00473 0.00559 0.00536 0.00587 0.00658 0.00665 0.00742 0.00823 0.00883 0.00974 0.00963 0.01114 0.0115 0.01265 0.01291 0.01481 0.01547 0.01763 0.01927 0.02092 0.02078 0.02516 0.02708 0.03034 0.03431 0.03368 0.03826 0.04151 0.04624 0.05109 0.05508 0.06449 0.06997 0.07723 0.08755 0.09098 0.09818 0.11326 0.11949 0.12892 0.13572 0.15344 0.16521 0.19006 0.2008 0.21206 0.23399 0.2487 0.27308 0.29188 0.29605 0.32815 0.33659 0.41189 0.4069 0.43186 0.45717 0.48272 0.50837 0.534 0.55947 0.58465 0.60942 0.63367 0.65728 0.68016 0.70223 0.72342 0.74367 0.76295
"1936" 0.06576 0.0117 0.00512 0.00338 0.00302 0.00285 0.0024 0.0019 0.00159 0.00136 0.00124 0.00114 0.00119 0.00122 0.00143 0.00168 0.00204 0.00186 0.00215 0.0025 0.00255 0.00285 0.00274 0.00277 0.00284 0.00268 0.00263 0.00285 0.0029 0.00297 0.00289 0.00288 0.00312 0.00313 0.00312 0.00361 0.00398 0.0038 0.0043 0.00432 0.00467 0.00483 0.00531 0.00535 0.00556 0.00618 0.00671 0.00738 0.008 0.00912 0.00972 0.0099 0.01177 0.01225 0.01284 0.01322 0.01508 0.0161 0.01832 0.01927 0.02103 0.02191 0.02612 0.02784 0.02983 0.0326 0.03494 0.03945 0.04358 0.04707 0.052 0.05605 0.06653 0.07232 0.07906 0.08686 0.09962 0.10303 0.11307 0.12355 0.13397 0.13902 0.15901 0.16773 0.19262 0.21027 0.2275 0.23634 0.25291 0.27591 0.29384 0.31771 0.34184 0.35791 0.40186 0.41952 0.445 0.47078 0.49674 0.52273 0.54861 0.57426 0.59953 0.62431 0.64848 0.67194 0.69459 0.71637 0.7372 0.75704 0.77585
"1937" 0.06425 0.01058 0.00476 0.00332 0.00282 0.00266 0.00219 0.00181 0.00152 0.00131 0.00117 0.00108 0.00112 0.00127 0.00138 0.00172 0.00199 0.00212 0.00209 0.00238 0.00267 0.00271 0.00276 0.0028 0.00276 0.00275 0.0028 0.00282 0.0029 0.0029 0.00291 0.00301 0.0032 0.00328 0.00341 0.00352 0.00379 0.00401 0.00417 0.00452 0.00466 0.00482 0.00565 0.0057 0.00586 0.00622 0.007 0.00763 0.00818 0.00916 0.00997 0.00988 0.01205 0.01222 0.01306 0.01282 0.01487 0.01643 0.01814 0.02016 0.02135 0.02267 0.02705 0.02928 0.03182 0.03283 0.03511 0.04048 0.04462 0.04871 0.05204 0.05466 0.06635 0.07467 0.08249 0.08611 0.09873 0.10746 0.11435 0.12545 0.13556 0.14238 0.16526 0.17496 0.19995 0.20592 0.2368 0.249 0.26312 0.29862 0.30244 0.31516 0.35708 0.38838 0.43122 0.43883 0.46541 0.49219 0.51903 0.54576 0.57224 0.59833 0.62388 0.64878 0.67292 0.69618 0.71851 0.73982 0.76008 0.77924 0.7973
"1938" 0.05794 0.00947 0.00437 0.00326 0.00262 0.00266 0.00218 0.00178 0.00155 0.00127 0.00119 0.00119 0.00115 0.00118 0.00135 0.00152 0.00176 0.00194 0.00227 0.00212 0.00233 0.00258 0.00258 0.00275 0.00249 0.00261 0.00256 0.00251 0.00264 0.00275 0.0028 0.00271 0.00284 0.0029 0.00296 0.00321 0.00333 0.00374 0.00392 0.00392 0.00429 0.00434 0.00506 0.005 0.0054 0.0058 0.00628 0.00669 0.00764 0.00842 0.00896 0.00912 0.0107 0.01137 0.01239 0.01263 0.01354 0.01491 0.01706 0.01857 0.01982 0.02052 0.02428 0.0267 0.02955 0.03195 0.03117 0.03684 0.04146 0.046 0.04866 0.05137 0.06016 0.06675 0.07602 0.08218 0.0879 0.09648 0.11179 0.11531 0.125 0.1303 0.1468 0.15951 0.17899 0.19129 0.20466 0.23219 0.23504 0.25395 0.2828 0.28685 0.31369 0.32691 0.36852 0.38775 0.41179 0.43628 0.4611 0.48614 0.51128 0.5364 0.56136 0.58605 0.61034 0.63413 0.65731 0.6798 0.70151 0.72237 0.74234
"1939" 0.0551 0.00648 0.00327 0.0025 0.00221 0.00206 0.0017 0.00145 0.00126 0.00112 0.00103 0.001 0.00099 0.00108 0.0012 0.00148 0.00159 0.00178 0.00197 0.00244 0.00217 0.00245 0.00276 0.00269 0.00282 0.00267 0.0028 0.00261 0.00255 0.00258 0.00262 0.00265 0.00281 0.00288 0.00301 0.00316 0.00333 0.00341 0.00387 0.00388 0.00415 0.0042 0.00496 0.00492 0.00544 0.0058 0.00638 0.00687 0.00763 0.00831 0.0091 0.00917 0.01075 0.01144 0.01304 0.01311 0.0143 0.015 0.01786 0.01911 0.02034 0.02104 0.02487 0.02735 0.03012 0.03212 0.03335 0.03679 0.04186 0.04846 0.05263 0.0544 0.06292 0.06889 0.07778 0.08645 0.09484 0.09892 0.11549 0.13068 0.13355 0.1391 0.15992 0.17778 0.19717 0.20655 0.22691 0.24244 0.2621 0.2779 0.30188 0.31937 0.33548 0.3692 0.40398 0.42819 0.45424 0.48056 0.50701 0.53344 0.55971 0.58568 0.6112 0.63616 0.66044 0.68393 0.70655 0.72822 0.74888 0.76849 0.78704
"1940" 0.06148 0.00916 0.00483 0.00361 0.00294 0.00278 0.00229 0.00195 0.00155 0.00144 0.00136 0.0012 0.00132 0.00141 0.00168 0.00199 0.00234 0.00252 0.00275 0.00313 0.00344 0.00294 0.00339 0.00379 0.00367 0.00357 0.00354 0.00333 0.00343 0.00344 0.00354 0.0034 0.00368 0.0036 0.00374 0.00409 0.00413 0.00425 0.00456 0.00498 0.00532 0.00513 0.00582 0.00593 0.00629 0.00699 0.0074 0.00808 0.00856 0.00967 0.01072 0.0104 0.01256 0.01328 0.01464 0.01525 0.01696 0.01823 0.01953 0.02141 0.02352 0.0238 0.02764 0.03057 0.0341 0.0368 0.03756 0.04256 0.04568 0.05127 0.05794 0.05971 0.06884 0.07391 0.08143 0.09182 0.10474 0.11073 0.12232 0.1394 0.14389 0.15096 0.17416 0.19055 0.21151 0.22515 0.24855 0.26418 0.27969 0.30883 0.33457 0.32171 0.37425 0.40576 0.44671 0.46454 0.49204 0.51962 0.54712 0.57436 0.6012 0.62747 0.65305 0.67781 0.70165 0.72447 0.7462 0.7668 0.78624 0.80449 0.82155
"1941" 0.06565 0.00951 0.00508 0.00404 0.00332 0.00292 0.00245 0.00196 0.00168 0.00146 0.00135 0.00139 0.00134 0.0014 0.00169 0.00213 0.00236 0.00278 0.003 0.00321 0.00338 0.00376 0.00361 0.00414 0.00422 0.00386 0.0037 0.00363 0.00349 0.00344 0.00362 0.00354 0.00371 0.00368 0.00369 0.00391 0.00408 0.00414 0.00433 0.00463 0.00474 0.00523 0.00536 0.00573 0.00612 0.00663 0.00687 0.00741 0.00804 0.00876 0.00935 0.00967 0.011 0.01196 0.01305 0.01347 0.01505 0.01614 0.01796 0.01887 0.02093 0.02123 0.02454 0.02709 0.02973 0.03343 0.0342 0.03851 0.04186 0.04439 0.04955 0.05301 0.06281 0.06721 0.07234 0.07984 0.09232 0.09952 0.11171 0.11969 0.1271 0.13602 0.15439 0.16842 0.19112 0.20271 0.22235 0.24651 0.24823 0.28845 0.29783 0.30988 0.35288 0.37204 0.39714 0.43397 0.46191 0.49016 0.51856 0.54691 0.57503 0.60274 0.62987 0.65626 0.68178 0.70629 0.72971 0.75195 0.77297 0.79272 0.8112
"1942" 0.05769 0.00613 0.00325 0.00271 0.00237 0.00216 0.00177 0.00136 0.00119 0.00106 0.00099 0.00096 0.00105 0.00113 0.00129 0.00157 0.00167 0.00201 0.0025 0.0027 0.00284 0.00325 0.00366 0.00332 0.00375 0.00369 0.00326 0.00314 0.00311 0.003 0.00291 0.00285 0.00322 0.00312 0.00305 0.00332 0.00329 0.00342 0.00368 0.00385 0.0038 0.00438 0.0049 0.00465 0.00496 0.00574 0.00604 0.0066 0.00686 0.0077 0.00786 0.00835 0.0099 0.01024 0.01158 0.0116 0.01331 0.01466 0.01609 0.01743 0.01784 0.01895 0.02256 0.02442 0.02692 0.02954 0.03124 0.03509 0.03853 0.04186 0.0437 0.04679 0.05752 0.0618 0.06733 0.07091 0.08133 0.08839 0.10165 0.11169 0.11356 0.12327 0.13945 0.15121 0.16838 0.18159 0.19965 0.21432 0.23083 0.26309 0.26418 0.27581 0.2959 0.3273 0.33659 0.38471 0.40985 0.43548 0.46149 0.48773 0.51407 0.54037 0.56647 0.59224 0.61754 0.64226 0.66627 0.68948 0.7118 0.73317 0.75352
"1943" 0.05476 0.00604 0.00311 0.00253 0.00212 0.00193 0.00163 0.00136 0.00123 0.00108 0.00096 0.001 0.00102 0.00112 0.0013 0.00155 0.0017 0.00199 0.00231 0.00278 0.00302 0.00325 0.00327 0.00367 0.00335 0.00354 0.00336 0.00302 0.00306 0.00298 0.00303 0.00298 0.0032 0.00316 0.00327 0.00337 0.00325 0.00346 0.00379 0.00384 0.00404 0.00414 0.00498 0.00515 0.005 0.0056 0.00595 0.0066 0.00708 0.00781 0.00838 0.00847 0.01002 0.01118 0.0116 0.01184 0.01336 0.01456 0.0163 0.01798 0.01867 0.01896 0.02227 0.02483 0.02688 0.0292 0.03088 0.03558 0.03907 0.04235 0.04578 0.04651 0.05672 0.06494 0.07068 0.07665 0.08288 0.08868 0.10113 0.11427 0.12186 0.12529 0.1454 0.16402 0.17809 0.19626 0.21609 0.23198 0.24196 0.27258 0.28688 0.29485 0.33047 0.36693 0.38009 0.41577 0.4425 0.46956 0.4968 0.52406 0.55118 0.57802 0.60442 0.63024 0.65536 0.67966 0.70305 0.72545 0.74678 0.76701 0.78612
"1944" 0.05212 0.00483 0.00263 0.00217 0.00189 0.00189 0.00156 0.00131 0.00114 0.00113 0.00106 0.00094 0.00101 0.00114 0.00123 0.00142 0.0016 0.00189 0.00211 0.00252 0.0029 0.00323 0.00336 0.00346 0.00365 0.00316 0.00325 0.00312 0.00293 0.003 0.00312 0.00299 0.00297 0.00326 0.00322 0.00318 0.00315 0.00334 0.0035 0.00381 0.00392 0.00395 0.00443 0.00489 0.0052 0.00537 0.00578 0.00644 0.00685 0.00761 0.00793 0.00846 0.00955 0.01011 0.01134 0.01125 0.01292 0.01376 0.01554 0.01758 0.01861 0.01893 0.02171 0.02389 0.02709 0.02883 0.02959 0.0339 0.03691 0.04246 0.04477 0.04615 0.05334 0.05975 0.06794 0.07384 0.07981 0.08346 0.0921 0.10357 0.11425 0.12123 0.13589 0.15428 0.16847 0.17963 0.20113 0.21647 0.2314 0.24856 0.26713 0.27557 0.29432 0.32187 0.34667 0.3835 0.40819 0.43332 0.45877 0.48444 0.51018 0.53587 0.56138 0.58659 0.61137 0.63562 0.65923 0.6821 0.70416 0.72534 0.74558
